,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,TRAVTIME,BLUEBOOK,TIF,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,EDUCATION_<High School,EDUCATION_Bachelors,EDUCATION_Masters,EDUCATION_PhD,EDUCATION_z_High School,JOB_Clerical,JOB_Doctor,JOB_Home Maker,JOB_Lawyer,JOB_Manager,JOB_Professional,JOB_Student,JOB_UNKNOW,JOB_z_Blue Collar,CAR_USE_Commercial,CAR_USE_Private,CAR_TYPE_Minivan,CAR_TYPE_Panel Truck,CAR_TYPE_Pickup,CAR_TYPE_Sports Car,CAR_TYPE_Van,CAR_TYPE_z_SUV,TARGET_FLAG
11,0,41.0,2,0.30434782608695654,0.04837479225131461,1,0.16809897863053805,0,0,0.17518248175182483,0.19021101992966005,0.0,1,0.0,0.0,1,0.15384615384615385,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
12,1,37.0,2,0.5652173913043478,0.16864587256792493,1,0.0,0,0,0.41605839416058393,0.11518171160609612,0.125,0,0.0,0.0,0,0.0,8.32832309502026,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
13,0,36.0,3,0.5217391304347826,0.15270686319919352,0,0.15569728064051905,1,1,0.072992700729927,0.13481828839390386,0.20833333333333334,0,0.03585391938566194,0.4,0,0.15384615384615385,16.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14,0,34.0,3,0.5217391304347826,0.06133013650110345,0,0.13994184903793366,1,1,0.1532846715328467,0.1932883939038687,0.125,1,0.0,0.0,1,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
15,0,35.0,2,0.5217391304347826,0.16864587256792493,1,0.0,0,0,0.2773722627737226,0.12060375146541617,0.16666666666666666,0,0.0,0.0,0,0.3076923076923077,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
16,2,44.0,2,0.6086956521739131,0.12417513554750292,0,0.17691876712731083,1,0,0.1605839416058394,0.0,0.125,0,0.4431509371109981,0.2,0,0.6153846153846154,8.32832309502026,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
17,0,48.0,0,0.3913043478260869,0.16758575593275754,0,0.2207635533084373,1,1,0.2554744525547445,0.31843493552168817,0.20833333333333334,1,0.0,0.0,0,0.07692307692307693,17.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
18,0,62.0,0,0.6521739130434783,0.11077023676538703,0,0.23522674130954882,1,0,0.3795620437956204,0.11239742086752637,0.125,0,0.7423602223118326,0.4,1,0.15384615384615385,7.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
19,0,39.0,0,0.4782608695652174,0.0918916709805738,0,0.0,0,0,0.1605839416058394,0.1370164126611958,0.0,0,0.14639619895857076,0.2,0,0.15384615384615385,12.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
20,0,38.0,0,0.0,0.0,0,0.0,1,1,0.2627737226277372,0.23402696365767878,0.37499999999999994,0,0.05535003594158178,0.4,0,0.38461538461538464,6.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
21,0,39.0,2,0.0,0.0,0,0.07835808250930212,1,0,0.22627737226277372,0.10624267291910904,0.125,0,0.0,0.0,0,0.0,8.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
22,2,44.0,2,0.5652173913043478,0.3884914039724273,0,0.41258717561183894,1,1,0.16788321167883213,0.2973329425556858,0.20833333333333334,1,0.0,0.0,0,0.15384615384615385,9.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
23,0,45.0,0,0.5217391304347826,0.08825981527395581,0,0.0,0,0,0.2043795620437956,0.17980656506447834,0.125,0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
24,0,43.0,1,0.0,0.0,0,0.07926287894704738,1,0,0.1532846715328467,0.1003810082063306,0.0,0,0.0,0.0,0,0.23076923076923078,7.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
25,0,64.0,0,0.6521739130434783,0.08647249543634035,0,0.22253925867689617,1,1,0.13138686131386862,0.19226260257913247,0.20833333333333334,0,0.07002472079527323,0.4,0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
26,0,60.0,0,0.3913043478260869,0.3430046590196987,0,0.0,0,1,0.11678832116788322,0.08792497069167644,0.3333333333333333,1,0.12760138155933867,0.4,0,0.3076923076923077,15.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
27,2,35.0,4,0.2608695652173913,0.42115630874860366,1,0.44942515492238627,0,0,0.1605839416058394,0.27769636576787804,0.20833333333333334,0,0.0814383645703666,0.2,0,0.23076923076923078,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
28,0,52.0,0,0.4782608695652174,0.21618941230962047,0,0.30502370995908645,1,0,0.13138686131386862,0.17072098475967173,0.41666666666666663,0,0.0,0.0,0,0.15384615384615385,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
29,0,56.0,2,0.6086956521739131,0.5233604882434678,0,0.5328256984779991,1,1,0.1897810218978102,0.28722157092614303,0.0,1,0.0,0.0,0,0.0,8.32832309502026,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
30,0,55.0,0,0.6521739130434783,0.29466801078930877,0,0.3724869589577106,1,0,0.09489051094890512,0.15855803048065653,0.0,0,0.0,0.0,1,0.0,15.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
31,0,26.0,0,0.34782608695652173,0.14506716072255674,0,0.0,0,1,0.16788321167883213,0.2845838218053927,0.08333333333333334,1,0.10912214878061609,0.2,0,0.07692307692307693,8.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
32,0,52.0,0,0.34782608695652173,0.24128817807808625,0,0.27565001886404555,1,1,0.06569343065693431,0.17775498241500587,0.0,0,0.0,0.0,0,0.3076923076923077,17.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
33,0,41.0,0,0.5217391304347826,0.3007547066997248,0,0.3789617319678927,1,1,0.11678832116788322,0.22186400937866352,0.0,1,0.0,0.0,0,0.15384615384615385,14.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
34,0,49.0,0,0.5217391304347826,0.14648666321554096,0,0.0,0,0,0.0,0.15914419695193432,0.125,0,0.0,0.0,0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
35,0,30.0,2,0.45649071143680775,0.07145464948369343,0,0.1865823545491719,1,0,0.45985401459854014,0.3240035169988277,0.125,0,0.0,0.0,0,0.07692307692307693,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36,1,34.0,3,0.5217391304347826,0.08018690570253113,0,0.16169875813582563,1,0,0.05109489051094891,0.3086166471277843,0.0,0,0.0,0.0,0,0.07692307692307693,8.32832309502026,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
37,0,44.0,0,0.6086956521739131,0.12203362122987221,0,0.23208762857484957,1,0,0.0,0.2681711606096131,0.125,0,0.6515595139996844,0.2,0,0.3076923076923077,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
38,0,49.0,0,0.45649071143680775,0.10442198185434433,0,0.15024591034269305,1,1,0.0,0.1279308323563892,0.125,1,0.0,0.0,0,0.0,17.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
39,1,40.0,2,0.5217391304347826,0.09606844127183065,0,0.15945992350460078,1,0,0.18248175182481752,0.12075029308323564,0.24999999999999997,0,0.039185090379928816,0.2,0,0.6153846153846154,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
40,0,26.0,3,0.3913043478260869,0.09068196060267553,0,0.11784154653545423,1,1,0.23357664233576642,0.09070926143024619,0.37499999999999994,0,0.0,0.0,0,0.15384615384615385,16.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
41,0,46.0,0,0.30434782608695654,0.07273792333051794,0,0.1523390286936818,1,0,0.2773722627737226,0.19900351699882768,0.20833333333333334,0,0.0,0.0,1,0.3076923076923077,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
42,0,50.0,0,0.30434782608695654,0.19973299185352697,0,0.2718286376544423,0,1,0.2408759124087591,0.25234466588511134,0.24999999999999997,0,0.0,0.0,0,0.15384615384615385,19.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
43,0,62.0,0,0.5217391304347826,0.06043375200937253,0,0.20949143888614022,0,0,0.1386861313868613,0.24003516998827668,0.24999999999999997,0,0.17309816434945735,0.6000000000000001,0,0.38461538461538464,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
44,0,53.0,1,0.5652173913043478,0.1437457428548075,0,0.18627510781875153,1,0,0.2627737226277372,0.332063305978898,0.3333333333333333,0,0.0,0.0,0,0.0,13.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
45,0,44.0,0,0.17391304347826086,0.3985151077568591,0,0.4034691770531876,1,1,0.3357664233576642,0.0764947245017585,0.125,0,0.0,0.0,0,0.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
46,0,48.0,1,0.43478260869565216,0.2305778819170095,0,0.34886962572378066,1,0,0.21897810218978098,0.19871043376318875,0.24999999999999997,0,0.16817153777372582,0.2,0,0.0,10.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
47,1,45.0,2,0.7391304347826086,0.30315778001798216,0,0.32540026793722227,1,0,0.2992700729927007,0.3385111371629543,0.0,0,0.49136525413328186,0.4,1,0.15384615384615385,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
48,0,41.0,0,0.43478260869565216,0.2661907745960821,0,0.0,0,0,0.2773722627737226,0.3626905041031653,0.29166666666666663,0,0.0,0.0,0,0.0,6.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
49,0,32.0,3,0.5652173913043478,0.08433915483747922,1,0.12567294941047033,0,0,0.02919708029197081,0.09232121922626026,0.125,0,0.0,0.0,1,0.0,8.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
50,0,49.0,1,0.6521739130434783,0.24415442879328667,0,0.295889897230487,1,1,0.13138686131386862,0.07180539273153576,0.37499999999999994,1,0.0,0.0,0,0.0,23.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51,0,41.0,0,0.5217391304347826,0.21992207721439663,0,0.0,0,0,0.17518248175182483,0.36606096131301286,0.41666666666666663,0,0.15118256570296473,0.6000000000000001,0,0.38461538461538464,8.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
52,1,44.0,2,0.6521739130434783,0.1257117946761845,0,0.19099450796469372,1,1,0.17518248175182483,0.13203399765533413,0.0,0,0.07496887984992198,0.6000000000000001,0,0.5384615384615385,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
53,0,47.0,0,0.5217391304347826,0.21825191401247854,0,0.0,0,1,0.17518248175182483,0.18625439624853457,0.20833333333333334,1,0.0,0.0,0,0.07692307692307693,12.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
54,2,41.0,2,0.34782608695652173,0.16864587256792493,0,0.0,1,1,0.2773722627737226,0.06374560375146542,0.0,1,0.16513841892105124,0.2,0,0.38461538461538464,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
55,0,41.0,2,0.43478260869565216,0.2143557747323107,1,0.2998479580517846,0,1,0.2043795620437956,0.17541031652989447,0.41666666666666663,1,0.0,0.0,0,0.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
56,0,50.0,0,0.43478260869565216,0.596746859929706,0,0.0,0,1,0.1605839416058394,0.3204865181711606,0.125,1,0.07218121570208812,0.4,0,0.3076923076923077,20.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
57,0,51.0,0,0.43478260869565216,0.15141269106067623,0,0.0,0,0,0.09489051094890512,0.15621336459554513,0.0,0,0.17125725406315198,0.2,0,0.46153846153846156,14.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
58,0,53.0,0,0.34782608695652173,0.16854753017464513,0,0.2777476555493052,1,1,0.2043795620437956,0.14317116060961316,0.0,1,0.0,0.0,0,0.0,14.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
59,0,32.0,3,0.6086956521739131,0.05978802822657549,0,0.14546325351695844,1,0,0.21167883211678834,0.08455451348182884,0.0,0,0.0,0.0,1,0.07692307692307693,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
60,0,48.0,0,0.6086956521739131,0.1144538593575457,0,0.19905408672038966,1,0,0.13138686131386862,0.12456037514654163,0.125,0,0.0,0.0,0,0.0,14.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
61,0,54.0,0,0.34782608695652173,0.245617524453042,0,0.29546404422545586,1,0,0.08759124087591241,0.21116647127784288,0.125,0,0.0,0.0,0,0.07692307692307693,10.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
62,0,55.0,0,0.6521739130434783,0.2050213878974471,0,0.0,0,1,0.0,0.22743259085580303,0.0,1,0.023072742255027437,0.4,0,0.07692307692307693,21.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
63,0,51.0,0,0.4782608695652174,0.31881862518050297,0,0.0,0,0,0.13138686131386862,0.2757913247362251,0.125,0,0.020986377263881337,0.4,0,0.46153846153846156,8.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
64,0,47.0,0,0.30434782608695654,0.20832629485328175,0,0.25905191791993964,1,1,0.17518248175182483,0.18097889800703398,0.20833333333333334,1,0.0,0.0,0,0.0,7.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
65,0,44.0,1,0.45649071143680775,0.0,0,0.07959158776525446,1,0,0.10218978102189781,0.016705744431418527,0.125,0,0.03890457071725371,0.4,0,0.07692307692307693,13.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
66,0,36.0,0,0.5652173913043478,0.0569190529384519,0,0.15182280900323286,1,0,0.2481751824817518,0.05275498241500587,0.0,0,0.051703280326805406,0.4,0,0.6923076923076923,7.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
67,0,35.0,2,0.43478260869565216,0.0476609541454377,1,0.11623640828572138,0,0,0.3430656934306569,0.26143024618991795,0.3333333333333333,0,0.09919876571348422,0.6000000000000001,0,0.5384615384615385,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
68,0,43.0,0,0.4782608695652174,0.10856878184344604,0,0.15396675861476908,0,0,0.291970802919708,0.24267291910902694,0.29166666666666663,0,0.0,0.0,0,0.0,15.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
69,0,42.0,1,0.5217391304347826,0.32143966433261584,1,0.0,0,0,0.08759124087591241,0.39859320046893315,0.0,0,0.0,0.0,0,0.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
70,0,56.0,0,0.5217391304347826,0.17023948995994878,0,0.17493554564903477,1,0,0.09489051094890512,0.28487690504103164,0.20833333333333334,0,0.0,0.0,0,0.0,8.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
71,0,39.0,0,0.6086956521739131,0.1998937416559954,0,0.0,0,1,0.22627737226277372,0.16471277842907384,0.20833333333333334,1,0.058207830005084414,0.2,0,0.3076923076923077,7.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
72,0,32.0,4,0.6521739130434783,0.012200637550064028,1,0.0,0,0,0.014598540145985404,0.07737397420867527,0.125,0,0.12590073110437083,0.6000000000000001,0,0.38461538461538464,8.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
73,0,44.0,1,0.3913043478260869,0.01621665803885241,0,0.0,1,1,0.12408759124087591,0.07327080890973037,0.125,1,0.0,0.0,0,0.0,10.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
74,0,44.0,1,0.4782608695652174,0.20446829959403864,0,0.2765435194661136,1,1,0.3722627737226277,0.10990621336459554,0.125,1,0.0576467906797342,0.6000000000000001,0,0.46153846153846156,10.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
75,0,38.0,0,0.43478260869565216,0.20551998474239164,0,0.0,0,0,0.3357664233576642,0.216295427901524,0.0,0,0.1408734680996546,0.6000000000000001,0,0.0,13.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
76,0,35.0,3,0.5652173913043478,0.17674849467345993,0,0.21163199974697328,1,0,0.2846715328467153,0.14639507620164127,0.0,0,0.0,0.0,0,0.23076923076923078,8.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
77,0,55.0,0,0.6086956521739131,0.1824483012287824,0,0.0,0,1,0.3065693430656934,0.1787807737397421,0.20833333333333334,1,0.10840331714501113,0.6000000000000001,0,0.23076923076923078,18.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
78,0,42.0,2,0.4782608695652174,0.09320763970247664,0,0.21093165793498567,1,1,0.21167883211678834,0.1667643610785463,0.20833333333333334,1,0.03208443641846521,0.2,0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
79,1,43.0,2,0.4782608695652174,0.06572759719913904,0,0.17824150948511322,1,0,0.2554744525547445,0.09730363423212192,0.24999999999999997,0,0.0,0.0,0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
80,0,44.0,0,0.5217391304347826,0.10857968013513881,0,0.14151761811490576,1,0,0.23357664233576642,0.0866060961313013,0.0,0,0.06494030190928694,0.4,0,0.0,6.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
81,0,51.0,0,0.5652173913043478,0.1790098901997112,0,0.0,0,0,0.1605839416058394,0.20984759671746778,0.0,0,0.12590073110437083,0.4,0,0.23076923076923078,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
82,0,34.0,1,0.5217391304347826,0.1875405280222325,0,0.20681206666350382,1,0,0.21897810218978098,0.2995310668229777,0.125,0,0.026193523502287985,0.4,0,0.23076923076923078,9.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
83,1,40.0,2,0.2608695652173913,0.1475601449472795,0,0.2041880440356858,1,1,0.437956204379562,0.22596717467760846,0.37499999999999994,1,0.0,0.0,0,0.07692307692307693,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
84,0,37.0,3,0.7391304347826086,0.016938669863498897,0,0.0,1,0,0.1605839416058394,0.30422039859320044,0.37499999999999994,0,0.0,0.0,1,0.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
85,0,58.0,0,0.6086956521739131,0.10818461706127565,0,0.2169805779401366,1,1,0.17518248175182483,0.22523446658851115,0.0,1,0.06217017024037028,0.2,0,0.46153846153846156,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
86,0,50.0,0,0.43478260869565216,0.0663651472631665,0,0.14482390921762783,1,1,0.043795620437956206,0.23871629542790151,0.08333333333333334,0,0.0,0.0,1,0.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
87,0,46.0,0,0.30434782608695654,0.2899190801841811,0,0.0,0,0,0.27007299270072993,0.3357268464243845,0.20833333333333334,0,0.12181566351666462,0.2,0,0.0,18.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
88,0,53.0,0,0.6086956521739131,0.1629212870882489,0,0.20132567927507844,1,0,0.21897810218978098,0.2428194607268464,0.125,0,0.0,0.0,0,0.0,16.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
89,0,63.0,2,0.43478260869565216,0.14185216467318748,0,0.17493554564903477,1,0,0.08029197080291971,0.15049824150058616,0.0,0,0.01462208741693988,0.4,0,0.6153846153846154,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
90,0,53.0,0,0.30434782608695654,0.2098248099610386,0,0.3572183778728134,1,1,0.12408759124087591,0.2922039859320047,0.0,0,0.15330399565194522,0.4,0,0.0,13.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
91,0,36.0,0,0.4782608695652174,0.04654932839277443,0,0.0,1,0,0.3868613138686131,0.2101406799531067,0.24999999999999997,0,0.07135718919298,0.4,0,0.15384615384615385,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
92,0,43.0,0,0.5652173913043478,0.6507805901424951,0,0.17493554564903477,1,1,0.10218978102189781,0.41310082063305975,0.41666666666666663,1,0.0,0.0,0,0.0,22.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
93,0,54.0,0,0.5217391304347826,0.1896983897774024,0,0.3063238606455344,1,0,0.3357664233576642,0.30539273153575613,0.0,0,0.05531497098374739,0.2,0,0.15384615384615385,12.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
94,0,39.0,3,0.6956521739130435,0.11588970928806909,0,0.2136483064153569,1,1,0.12408759124087591,0.2612837045720985,0.125,1,0.0,0.0,0,0.07692307692307693,8.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
